name,wealth
LIBERTY GLOBAL PLC,"9,881.50"
UNIVERSAL HEALTH SERVICES INC,"9,866.96"
S E I INVESTMENTS COMPANY,"9,863.26"
ROLLINS INC,"9,856.78"
ALLIANT ENERGY CORP,"9,852.92"
SALIX PHARMACEUTICALS LTD,"9,836.26"
D P L INC,"9,805.49"
SUNRAY DX OIL CO,"9,800.81"
S B A COMMUNICAITONS CORP,"9,735.90"
SPRINT CORP NEW,"9,722.66"
N V R INC,"9,717.03"
WESTAR ENERGY INC,"9,714.85"
JARDEN CORP,"9,712.27"
PHARMASSET INC,"9,699.12"
HELMERICH & PAYNE INC,"9,696.24"
ARCH CAPITAL GROUP LTD NEW,"9,694.73"
AMERICAN FINANCIAL GROUP INC NEW,"9,675.39"
LABORATORY CORP AMERICA HLDGS,"9,628.25"
EASTMAN CHEMICAL CO,"9,604.17"
M G M RESORTS INTERNATIONAL,"9,603.15"
MILLICOM INTL CELLULAR SA,"9,584.47"
FIRST OF AMERICA BANK CORP,"9,573.31"
STARZ,"9,524.50"
RAYMOND JAMES FINANCIAL INC,"9,447.63"
CIMAREX ENERGY CO,"9,410.61"
FREESCALE SEMICONDUCTOR INC,"9,409.30"
VARIAN MEDICAL SYSTEMS INC,"9,394.67"
ALLIED STORES CORP,"9,392.65"
CRAY RESEARCH INC,"9,372.97"
REPUBLIC NEW YORK CORP,"9,358.87"
MARKEL CORP,"9,345.16"
GRAHAM HOLDINGS CO,"9,334.18"
BEATRICE COMPANY,"9,322.52"
ALZA CORP,"9,315.83"
DOMINOS PIZZA INC,"9,290.63"
HANCOCK JOHN FINANCIAL SVCS INC,"9,290.20"
AVERY DENNISON CORP,"9,284.00"
GRACE W R & CO,"9,283.64"
LEGGETT & PLATT INC,"9,281.17"
M F S COMMUNICATIONS INC,"9,269.48"
KEYSPAN CORP,"9,264.10"
TIM HORTONS INC,"9,261.96"
NABISCO BRANDS INC,"9,245.88"
FIDELITY NATIONAL FINANCIAL INC,"9,242.00"
KNIGHT RIDDER INC,"9,172.82"
FIRST USA INC,"9,160.02"
RYERSON INC,"9,157.95"
M C A INC,"9,141.91"
SNAP ON INC,"9,125.24"
FIRST REPUBLIC BANK S F NEW,"9,121.95"
VIRGIN MEDIA INC,"9,118.41"
T R W AUTOMOTIVE HOLDINGS CORP,"9,111.86"
BAXALTA INC,"9,107.19"
U S ROBOTICS CORP,"9,027.35"
TIMES MIRROR CO,"9,024.42"
RESMED INC,"9,023.90"
CHARTER ONE FINANCIAL INC,"9,019.39"
FLEETCOR TECHNOLOGIES INC,"9,014.04"
JOHNSON CONTROLS INTL PLC,"9,009.37"
SOUTHERN RAILWAY CO,"9,005.97"
CRANE CO,"8,979.65"
MEDIMMUNE INC,"8,949.71"
GLOBAL PAYMENTS INC,"8,907.51"
F 5 NETWORKS INC,"8,902.16"
ALBEMARLE CORP,"8,874.11"
WHOLE FOODS MARKET INC,"8,846.90"
CABOT OIL & GAS CORP,"8,818.56"
RUBBERMAID INC,"8,772.91"
CRESTAR FINANCIAL CORP,"8,764.54"
LINKEDIN CORP,"8,753.94"
MEAD JOHNSON NUTRITION CO,"8,740.94"
SAFECO CORP,"8,737.94"
VERTEX PHARMACEUTICALS INC,"8,705.01"
SMITH A O CORP,"8,700.95"
ALLEGHANY CORP DE,"8,679.23"
VERISK ANALYTICS INC,"8,654.46"
MEDCO CONTAINMENT SVCS INC,"8,623.50"
BENDIX CORP,"8,621.66"
SQUARE D CO,"8,583.88"
PACKAGING CORP AMERICA,"8,574.48"
CATAMARAN CORP,"8,566.67"
SHAW COMMUNICATIONS INC,"8,506.40"
SOUTHERN NEW ENGLAND TELECOM,"8,500.69"
CONTEL CORP,"8,493.91"
POLYGRAM N V,"8,465.14"
BORDEN INC,"8,454.68"
INGREDION INC,"8,442.22"
FRONTIER CORP,"8,401.18"
SYNOVUS FINANCIAL CORP,"8,390.17"
BORGWARNER INC,"8,387.27"
FARMERS GROUP INC,"8,382.22"
ENERGY EAST CORP,"8,380.23"
BROOKFIELD OFFICE PROPERTIES INC,"8,371.59"
ROBERT HALF INTERNATIONAL INC,"8,359.77"
PEPSIAMERICAS INC NEW,"8,340.92"
NETAPP INC,"8,314.70"
CLEVELAND ELECTRIC ILLUM CO,"8,297.55"
NATIONAL STEEL CORP,"8,296.17"
CROWN ZELLERBACH CORP,"8,285.63"
E X E L LTD,"8,280.21"
GREAT WESTERN FINANCIAL CORP,"8,269.18"
COMMERCE BANCSHARES INC,"8,192.35"
RADIOSHACK CORP,"8,185.00"
GERBER PRODUCTS CO,"8,179.43"
EDWARDS A G INC,"8,117.32"
CAREFUSION CORP,"8,111.10"
PREMARK INTERNATIONAL INC,"8,107.59"
CARLISLE COMPANIES,"8,097.90"
BIOMARIN PHARMACEUTICAL INC,"8,078.54"
BANKERS TRUST CORP,"8,054.12"
SUNGARD DATA SYSTEMS INC,"8,038.32"
AUTOLIV INC,"8,016.12"
ENOVA CORP,"8,010.79"
GARTNER INC,"8,007.21"
LUCKY STORES INC,"7,995.93"
F M C TECHNOLOGIES INC,"7,990.66"
COMCAST CORP,"7,956.25"
IRON MOUNTAIN INC,"7,950.32"
SANTA FE INTERNATIONAL CORP,"7,937.41"
DURACELL INTERNATIONAL INC,"7,935.36"
HUNTINGTON BANCSHARES INC,"7,930.52"
AETNA INC,"7,925.63"
CORDANT TECHNOLOGIES INC,"7,908.68"
REPUBLIC STEEL CORP,"7,889.89"
UTAH INTERNATIONAL INC,"7,884.74"
A G L RESOURCES INC,"7,871.93"
PURE OIL CO,"7,863.60"
FIRST FINANCIAL MANAGEMENT CORP,"7,846.56"
PEOPLES UNITED FINANCIAL INC,"7,824.70"
NAVISTAR INTERNATIONAL CORP,"7,818.33"
PINNACLE WEST CAPITAL CORP,"7,812.41"
MOLEX INC,"7,801.95"
D R HORTON INC,"7,800.24"
LIFE TECHNOLOGIES CORP,"7,786.97"
SONOCO PRODUCTS CO,"7,773.19"
DENTSPLY SIRONA INC,"7,759.14"
CONSOLIDATION COAL INC PA,"7,744.99"
PETSMART INC,"7,736.33"
C B R E GROUP INC,"7,728.34"
PREMCOR INC,"7,728.12"
T E C O ENERGY INC,"7,706.90"
AEROJET ROCKETDYNE HOLDINGS INC,"7,702.15"
L K Q CORP,"7,694.79"
UNDER ARMOUR INC,"7,693.74"
GREEN TREE FINANCIAL CORP,"7,686.13"
A M F M INC,"7,683.05"
TEXAS EASTERN CORP,"7,678.30"
HENRY JACK & ASSOC INC,"7,675.65"
R P M INTERNATIONAL INC,"7,664.92"
ILLINOVA CORP,"7,661.35"
MARION MERRELL DOW INC,"7,652.44"
HUDSON CITY BANCORP INC,"7,620.18"
WYNDHAM WORLDWIDE CORP,"7,608.02"
DONALDSON INC,"7,576.81"
RENAISSANCERE HOLDINGS LTD,"7,576.46"
CROWN HOLDINGS INC,"7,560.24"
FACTSET RESEARCH SYSTEMS INC,"7,554.54"
YOUNGSTOWN SHEET & TUBE CO,"7,553.25"
INTERNATIONAL GAME TECHNOLOGY,"7,547.48"
NORDSON CORP,"7,535.50"
EXCITE INC,"7,533.27"
HARMAN INTL INDS INC NEW,"7,506.31"
S V B FINANCIAL GROUP,"7,485.90"
DOLLAR GENERAL CORP,"7,485.80"
COMPASS BANCSHARES INC,"7,477.19"
NATIONAL FUEL GAS CO N J,"7,465.36"
NABISCO INC,"7,458.91"
PROVIDIAN CORP,"7,448.31"
MORTON INTERNATIONAL INC NEW,"7,446.10"
WINN DIXIE STORES INC,"7,417.00"
NIELSEN HOLDINGS PLC,"7,413.00"
H C A INC NEW,"7,398.32"
GREENPOINT FINANCIAL CORP,"7,391.85"
TEXAS OIL & GAS CORP,"7,390.33"
DRESSER INDUSTRIES INC,"7,381.65"
PACIFICARE HEALTH SYS INC DEL,"7,373.96"
C D W CORP,"7,372.75"
WILLIS TOWERS WATSON PUB LTD CO,"7,370.21"
BURGER KING WORLDWIDE INC,"7,362.98"
IDEX CORP,"7,351.19"
FISHER SCIENTIFIC INTL INC,"7,325.41"
TIMES MIRROR CO NEW,"7,318.96"
FLOWSERVE CORP,"7,307.84"
SPERRY CORP OLD,"7,302.96"
DELUXE CORP,"7,300.43"
MISSION DEV CO,"7,294.86"
REINSURANCE GROUP OF AMERICA INC,"7,267.95"
G A T X CORP,"7,260.32"
MICRON TECHNOLOGY INC,"7,249.52"
BUNGE LTD,"7,244.81"
WILLAMETTE INDUSTRIES INC,"7,239.08"
AMERCO,"7,216.20"
AVON PRODUCTS INC,"7,194.36"
BEMIS CO INC,"7,180.39"
GREAT PLAINS ENERGY INC,"7,173.66"
COPART INC,"7,167.57"
MIDDLEBY CORP,"7,151.38"
MAYTAG CORP,"7,142.64"
HUNTINGTON INGALLS INDS INC,"7,137.44"
WASTE CONNECTIONS INC,"7,134.86"
TORO COMPANY,"7,118.94"
EQUINIX INC,"7,114.40"
IPSCO INC,"7,110.85"
GALLAGHER ARTHUR J & CO,"7,091.51"
PARTNERRE LTD,"7,091.21"
LENNOX INTERNATIONAL INC,"7,082.22"
AQUA AMERICA INC,"7,077.62"
CONTAINER CORP AMER,"7,076.51"
TELEFLEX INC,"7,064.23"
REYNOLDS METALS CO,"7,055.37"
HOLLYFRONTIER CORP,"7,054.10"
N C R CORP NEW,"7,053.05"
ANSYS INC,"7,048.36"
BROWNING FERRIS INDUSTRIES INC,"7,047.61"
PEPSI BOTTLING GROUP INC,"7,030.09"
STEEL DYNAMICS INC,"7,023.34"
IDACORP INC,"7,020.89"
CHENIERE ENERGY INC,"6,999.49"
IMMUNEX CORP NEW,"6,987.90"
T V GUIDE INC,"6,984.39"
DUQUESNE LIGHT HOLDINGS INC,"6,980.82"
EATON VANCE CORP,"6,974.65"
FLUOR CORP NEW,"6,954.03"
OLD DOMINION FREIGHT LINE INC,"6,943.55"
NALCO CHEMICAL CO,"6,939.83"
GREAT NORTHERN NEKOOSA CORP,"6,931.37"
ONYX PHARMACEUTICALS INC,"6,922.80"
SEAGATE TECHNOLOGY INC,"6,906.32"
CITIZENS FINANCIAL GROUP INC,"6,883.58"
BLACK & DECKER CORP,"6,863.17"
OMNICARE INC,"6,861.23"
H C C INSURANCE HOLDINGS INC,"6,855.98"
M D U RESOURCES GROUP INC,"6,854.84"
NATIONAL COMMERCE FINANCIAL CORP,"6,853.81"
LITTON INDUSTRIES INC,"6,833.46"
ALLEGHENY TECHNOLOGIES,"6,816.45"
HANESBRANDS INC,"6,812.78"
CENTURYLINK INC,"6,811.54"
TURNER BROADCASTING SYSTEM INC,"6,802.89"
WESTLAKE CHEMICAL CORP,"6,789.92"
ROCK TENN CO,"6,765.36"
SERVICENOW INC,"6,763.70"
HUDSONS BAY OIL & GAS LTD,"6,761.16"
WABTEC CORP,"6,761.14"
AMSOUTH BANCORPORATION,"6,758.10"
WHITEWAVE FOODS CO,"6,756.13"
SERVICEMASTER CO,"6,754.58"
NEW CENTURY ENERGIES INC,"6,738.67"
SYNAGEVA BIOPHARMA CORP,"6,737.35"
TRIBUNE MEDIA CO,"6,692.70"
HILL ROM HOLDINGS INC,"6,676.51"
IPALCO ENTERPRISES INC,"6,668.45"
HARCOURT GENERAL INC,"6,660.86"
BANK OF HAWAII CORP,"6,645.59"
B M C SOFTWARE INC,"6,624.93"
LORILLARD CORP,"6,618.53"
DUN & BRADSTREET CORP DEL NEW,"6,607.15"
HOST MARRIOTT CORP,"6,579.03"
OMNIPOINT CORP,"6,575.52"
EDGEWELL PERSONAL CARE CO,"6,562.20"
INTEGRYS ENERGY GROUP INC,"6,561.50"
PACIFIC ENTERPRISES,"6,550.00"
A V C CORP,"6,540.85"
FORTUNE BRANDS HOME & SECUR INC,"6,514.91"
CURTISS WRIGHT CORP,"6,504.68"
OPEN TEXT CORP,"6,493.15"
NASDAQ INC,"6,470.69"
ALIGN TECHNOLOGY INC,"6,462.83"
MALLINCKRODT INC NEW,"6,457.97"
MERCANTILE BANKSHARES CORP,"6,457.59"
ATMOS ENERGY CORP,"6,435.05"
TEMPLE INLAND INC,"6,432.87"
I H S INC,"6,427.34"
POLARIS INDUSTRIES INC,"6,418.42"
MEAD CORP,"6,412.42"
NEWBRIDGE NETWORKS CORP,"6,406.42"
ORBITAL A T K INC,"6,403.50"
PETROHAWK ENERGY CORP,"6,388.17"
AMERICAN HOSPITAL SUPPLY CORP,"6,383.27"
BLOCKBUSTER ENTERTAINMENT CORP,"6,371.75"
CHIRON CORP,"6,358.46"
N W A INC,"6,357.18"
JONES & LAUGHLIN STL CORP,"6,350.34"
PULLMAN INC,"6,349.57"
AMERICAN AIRLINES GROUP INC,"6,335.65"
B E AEROSPACE INC,"6,323.93"
ANACONDA CO,"6,317.86"
NEWELL BRANDS INC,"6,309.83"
OPTICAL COATING LAB INC,"6,306.20"
ENBRIDGE ENERGY PARTNERS LP,"6,302.16"
BROWN & BROWN INC,"6,296.53"
BROADRIDGE FINANCIAL SOLUTNS INC,"6,292.63"
D S T SYSTEMS INC DEL,"6,272.01"
TOYS R US INC,"6,270.94"
MEYER FRED INC DEL,"6,269.61"
RICHARDSON MERRELL INC,"6,261.22"
OTIS ELEVATOR CO,"6,256.46"
STANDARD BRANDS INC,"6,248.65"
GENTEX CORP,"6,246.89"
ERIE INDEMNITY CO,"6,238.19"
CONSOLIDATED PAPERS INC,"6,235.30"
FIRSTAR CORP NEW WIS,"6,222.13"
TOWERS WATSON & CO,"6,212.44"
NORTH AMERICAN CO,"6,207.88"
ALBERTO CULVER CO NEW,"6,203.38"
CABOT CORP,"6,202.58"
SIX FLAGS ENTERTAINMENT CORP,"6,199.27"
MCKESSON CORP,"6,198.60"
TALISMAN ENERGY INC,"6,196.94"
FURNITURE BRANDS INTL INC,"6,196.86"
ALLETE INC,"6,193.98"
SPERRY CORP,"6,193.79"
CLECO CORP NEW,"6,187.68"
ASSURANT INC,"6,186.51"
C B O T HOLDINGS INC,"6,173.17"
VIRGINIA ELECTRIC & POWER CO,"6,164.34"
LENNAR CORP,"6,162.95"
GRACO INC,"6,143.97"
LIBERTY MEDIA CORP 3RD NEW,"6,131.08"
BUCYRUS INTERNATIONAL INC NEW,"6,130.42"
ALLEGIANCE CORP,"6,126.15"
WHITE MOUNTAINS INS GROUP INC,"6,118.13"
OLD REPUBLIC INTERNATIONAL CORP,"6,117.75"
SIGNET JEWELERS LTD,"6,117.44"
AMERICAN POWER CONVERSION CORP,"6,108.43"
I T C HOLDINGS CORP,"6,105.32"
RECEPTOS INC,"6,102.00"
STRATACOM INC,"6,100.38"
W G L HOLDINGS INC,"6,088.57"
LINCOLN ELECTRIC HOLDINGS INC,"6,067.19"
M G M GRAND HOTELS INC,"6,060.38"
ARIBA INC,"6,054.73"
MISSION CORP,"6,051.46"
OLIN CORP,"6,046.72"
LEAR CORP,"6,035.67"
NORTH FORK BANCORPORATION NY INC,"6,025.70"
SCIENTIFIC ATLANTA INC,"6,022.33"
M S C I INC,"6,022.02"
GILDAN ACTIVEWEAR INC,"6,018.73"
AMERICAN WATER WORKS INC,"6,015.43"
SCOTTS MIRACLE GRO CO,"6,014.17"
FIDELITY NATIONAL FINL INC NEW,"6,007.21"
CORE LABORATORIES NV,"5,985.77"
THOR INDUSTRIES INC,"5,984.77"
UNITED THERAPEUTICS CORP,"5,982.32"
SMITH INTERNATIONAL INC,"5,975.80"
OLD KENT FINANCIAL CORP,"5,971.65"
TRIMBLE INC,"5,952.58"
WEST PHARMACEUTICAL SERVICES INC,"5,943.24"
VANTIV INC,"5,940.62"
B J SERVICES CO,"5,930.93"
BABCOCK & WILCOX CO,"5,930.91"
FIRST FIDELITY BANCORP NEW,"5,927.82"
PENNZENERGY CO,"5,923.85"
FOOD LION INC,"5,921.34"
CULLEN FROST BANKERS INC,"5,915.53"
STERICYCLE INC,"5,901.52"
NIAGARA MOHAWK HOLDINGS INC,"5,875.81"
EAST WEST BANCORP INC,"5,861.92"
JACOBS ENGINEERING GROUP INC,"5,856.33"
FIRST CHICAGO CORP,"5,854.14"
PERKINELMER INC,"5,835.22"
ST REGIS CORP,"5,829.06"
CYTEC INDUSTRIES INC,"5,828.70"
UNITED RENTALS INC,"5,825.45"
QUESTCOR PHARMACEUTICALS INC,"5,813.36"
SIGNATURE BANK NEW YORK N Y,"5,810.49"
MANPOWERGROUP,"5,799.68"
STMICROELECTRONICS NV,"5,785.02"
LYONDELL CHEMICAL CO,"5,781.83"
WENDYS INTERNATIONAL INC,"5,741.70"
RELIANCE STEEL & ALUMINUM CO,"5,735.80"
MERCADOLIBRE INC,"5,735.10"
PROTECTIVE LIFE CORP,"5,731.52"
CUBIST PHARMACEUTICALS INC,"5,730.26"
C D W CORP NEW,"5,723.59"
SUNDSTRAND CORP,"5,718.88"
WILLIAMS SONOMA INC,"5,701.14"
EMHART CORP VA,"5,690.52"
MAPCO INC,"5,687.90"
BURR BROWN CORP,"5,685.60"
LULULEMON ATHLETICA INC,"5,684.04"
CENTEL CORP,"5,678.30"
BRUNSWICK CORP,"5,676.55"
DUVAL CORP,"5,673.46"
DADE BEHRING HOLDINGS INC,"5,651.71"
STARWOOD HOTELS & REST WLDWD INC,"5,651.40"
ROCKWELL STD CORP,"5,650.12"
GENERAL MOTORS CO,"5,648.47"
FORT HOWARD CORP,"5,641.39"
MASSEY ENERGY CO,"5,636.51"
CANADIAN SUPERIOR OIL LTD,"5,632.12"
PIEDMONT NATURAL GAS INC,"5,625.52"
COVENTRY HEALTH CARE INC,"5,624.29"
BRASCAN LTD,"5,622.64"
MEDNAX INC,"5,610.35"
7 ELEVEN INC,"5,606.52"
SIGNET BANKING CORP,"5,597.53"
WASTE MANAGEMENT INC DEL,"5,582.76"
MERCANTILE STORES INC,"5,582.10"
GLAMIS GOLD LTD,"5,580.43"
VASTAR RESOURCES INC,"5,568.94"
SYNOPSYS INC,"5,566.11"
AFFILIATED PUBLICATIONS INC,"5,558.83"
CHILE COPPER CO,"5,523.17"
REEBOK INTERNATIONAL LTD,"5,508.19"
FREESCALE SEMICONDUCTOR LTD,"5,499.30"
IVAX CORP,"5,498.60"
PHILIPPINE LONG DISTANCE TEL,"5,497.23"
PREMIER INDUSTRIAL CORP,"5,490.87"
WARNER CHILCOTT PLC IRELAND,"5,482.69"
BARR PHARMACEUTICALS INC,"5,478.34"
HERBALIFE LTD,"5,476.10"
MATTEL INC,"5,471.59"
COX COMMUNICATIONS INC NEW,"5,464.42"
AMERICAN STANDARD INC,"5,440.83"
SEATTLE GENETICS INC,"5,440.62"
STAPLES INC,"5,438.92"
LOUISVILLE & NASHVILLE RR CO,"5,406.23"
CRACKER BARREL OLD COUNTRY STORE,"5,403.34"
CONCUR TECHNOLOGIES INC,"5,371.05"
BRIGGS & STRATTON CORP,"5,364.35"
ALKERMES PLC,"5,361.63"
TESARO INC,"5,357.48"
BRINKER INTERNATIONAL INC,"5,335.73"
CITY NATIONAL CORP,"5,325.67"
EAGLE MATERIALS INC,"5,325.05"
STANCORP FINANCIAL GROUP INC,"5,323.16"
PEOPLESOFT INC,"5,321.84"
PACIFICORP,"5,319.95"
A D T LTD,"5,310.65"
REVCO D S INC NEW,"5,299.35"
CENTENE CORP DEL,"5,277.09"
SCIENTIFIC DATA SYS INC,"5,270.65"
SOUTHWESTERN PUBLIC SERVICE CO,"5,269.99"
UNUM GROUP,"5,265.95"
INTERMUNE INC,"5,265.41"
WATSCO INC,"5,263.63"
MCGRAW EDISON CO,"5,258.24"
NETSUITE INC,"5,252.72"
TOSCO CORP,"5,248.69"
HILTON WORLDWIDE HOLDINGS INC,"5,245.98"
MICHAELS STORES INC,"5,245.23"
COOPER COMPANIES INC,"5,233.19"
H C A HOSPITAL CORP AMERICA,"5,225.81"
POOL CORP,"5,221.13"
PANERA BREAD CO,"5,216.52"
AXIS CAPITAL HOLDINGS LTD,"5,215.39"
PARKE DAVIS & CO,"5,206.81"
LINCARE HOLDINGS INC,"5,191.27"
PATTERSON COMPANIES INC,"5,191.06"
ECKERD CORP DEL,"5,179.69"
CYTYC CORP,"5,170.35"
APTARGROUP INC,"5,164.32"
COX COMMUNICATION INC,"5,149.03"
V C A INC,"5,147.23"
AFFILIATED MANAGERS GROUP INC,"5,143.17"
MANDALAY RESORT GROUP,"5,141.67"
GULF CANADA RESOURCES LTD,"5,122.57"
XYLEM INC,"5,110.64"
COGNEX CORP,"5,103.44"
DEL MONTE CORP,"5,099.75"
MATSON INC,"5,098.40"
CASEYS GENERAL STORES INC,"5,098.31"
LANCASTER COLONY CORP,"5,086.92"
VAIL RESORTS INC,"5,086.25"
DOUGLAS AIRCRAFT INC,"5,085.39"
SOFTWARE COM,"5,073.67"
ADVANCE P C S,"5,070.07"
ALLIED WORLD ASSUR CO HLDGS AG,"5,065.35"
HOUSTON NATURAL GAS CORP,"5,061.79"
FIRST HORIZON NATIONAL CORP,"5,048.69"
METROMEDIA INC,"5,042.74"
NATIONAL GYPSUM CO,"5,039.06"
ASSOCIATED DRY GOODS CORP,"5,038.10"
B E C ENERGY,"5,022.40"
C N H GLOBAL N V,"5,005.97"
ENERGEN CORP,"5,004.91"
RYDER SYSTEMS INC,"5,002.26"
JAZZ PHARMACEUTICALS PLC,"4,994.05"
BAUSCH & LOMB INC,"4,988.15"
WORTHINGTON INDUSTRIES INC,"4,987.57"
KOPPERS CO,"4,986.22"
KERN CTNY LD CO,"4,983.08"
COMMONWEALTH PWR CORP,"4,982.65"
CHESEBROUGH PONDS INC,"4,971.80"
GREAT NORTHERN RAILWAY CO,"4,959.45"
LAFARGE NORTH AMERICA INC,"4,956.95"
HEALTH MANAGEMENT ASSOCIATES INC,"4,956.90"
FORT HOWARD CORP NEW,"4,952.30"
NORTHWEST INDUSTRIES INC,"4,950.50"
NEW YORK COMMUNITY BANCORP INC,"4,949.59"
WELLCHOICE INC,"4,941.75"
PALO ALTO NETWORKS INC,"4,941.57"
MICROS SYSTEMS INC,"4,940.40"
ALBERTSONS INC,"4,931.12"
PIXAR,"4,930.48"
HARSCO CORP,"4,926.49"
MARKETAXESS HLDGS INC,"4,923.62"
SEABOARD CORP,"4,916.02"
B O K FINANCIAL CORP,"4,912.73"
UTAH POWER & LIGHT CO,"4,910.90"
SILVER WHEATON CORP,"4,910.83"
DIAMOND OFFSHORE DRILLING INC,"4,908.63"
CREDIT ACCEPTANCE CORP,"4,902.00"
PILGRIMS PRIDE CORP NEW,"4,886.44"
BRINKS CO,"4,885.55"
LEUCADIA NATIONAL CORP,"4,875.23"
PULTE GROUP INC,"4,864.16"
FEDERAL HOME LOAN MORTGAGE CORP,"4,855.07"
WELLCARE HEALTH PLANS INC,"4,841.01"
R P C INC,"4,835.59"
TARGA RESOURCES CORP,"4,804.42"
UNIVERSAL CORPORATION,"4,795.00"
VECTREN CORP,"4,787.46"
ARROW ELECTRONICS INC,"4,778.81"
AIRCO INC,"4,770.11"
HOLIDAY CORP,"4,768.51"
CHIQUITA BRANDS INTL INC,"4,767.96"
BIO RAD LABORATORIES INC,"4,765.33"
APOLLO EDUCATION GROUP INC,"4,760.51"
CAESARS ENTERTAINMENT INC,"4,757.75"
C I P S C O INC,"4,738.31"
SANTA FE INDS INC,"4,731.35"
ROCKWOOD HOLDINGS INC,"4,726.16"
CLARCOR INC,"4,725.69"
INTERPUBLIC GROUP COS INC,"4,720.91"
ENDURANCE SPECIALTY HOLDINGS LTD,"4,714.44"
FLOWERS FOODS INC,"4,703.98"
A R C O CHEMICAL CO,"4,688.40"
C & S SOVRAN CORP,"4,687.60"
EX CELL O CORP,"4,685.33"
H D SUPPLY HOLDINGS INC,"4,660.97"
BANK OF THE OZARKS INC,"4,659.13"
FLIR SYSTEMS INC,"4,648.21"
PORTLAND GENERAL ELECTRIC CO,"4,643.45"
TRANS UNION CORP,"4,640.34"
DONNELLEY R R & SONS CO,"4,638.37"
SENSIENT TECHNOLOGIES CORP,"4,637.42"
C B O E HOLDINGS INC,"4,630.13"
LANDSTAR SYSTEM INC,"4,621.50"
BECKMAN COULTER INC,"4,610.78"
CAMPBELL RED LAKE MINES LTD,"4,607.48"
BOSTON SCIENTIFIC CORP,"4,595.69"
SECURITY PACIFIC CORP,"4,585.44"
DRESSER RAND GROUP INC,"4,583.27"
FAIRFAX FINL HOLDINGS LTD,"4,577.85"
KAR AUCTION SERVICES INC,"4,573.09"
COMBUSTION ENGINEERING INC,"4,569.69"
ULTIMATE SOFTWARE GROUP,"4,566.88"
HOLOGIC INC,"4,563.88"
VERIO INC,"4,562.40"
DOME MINES LTD,"4,559.27"
CLARIFY INC,"4,553.01"
CONECTIV INC,"4,552.79"
COMMERCE BANCORP INC NJ,"4,549.70"
FIDELITY PHENIX FIRE INS CO,"4,549.13"
WASHINGTON FEDERAL INC,"4,548.14"
L G & E ENERGY CORP,"4,547.49"
RELIASTAR FINANCIAL CORP,"4,546.01"
CALERES INC,"4,532.56"
AMERICAN NATIONAL INS CO,"4,522.57"
MERCURY GENERAL CORP NEW,"4,522.41"
COVANCE INC,"4,520.64"
STATION CASINOS INC,"4,516.68"
QUINTILES IMS HOLDINGS INC,"4,515.35"
FOX ENTERTAINMENT GROUP INC,"4,498.42"
OSHKOSH CORP,"4,496.60"
DIAMONDBACK ENERGY INC,"4,496.23"
GIANT FOOD INC,"4,490.74"
PENN NATIONAL GAMING INC,"4,487.41"
KATE SPADE & CO,"4,482.97"
HEICO CORP NEW,"4,479.68"
PUGET ENERGY INC,"4,452.42"
FAIR ISAAC CORP,"4,439.96"
UNITED ENERGY RES INC,"4,438.87"
KING WORLD PRODUCTIONS INC,"4,437.25"
DOW JONES & CO INC,"4,425.97"
HOSPITAL CORP AMERICA,"4,422.98"
BIOGEN INC,"4,419.11"
FLORIDA ROCK INDS INC,"4,413.85"
COGNOS INC,"4,409.42"
ASPECT DEVELOPMENT INC,"4,406.46"
FRONTLINE LTD,"4,396.84"
TYLER TECHNOLOGIES INC,"4,382.82"
OWENS CORNING,"4,372.74"
MICROSEMI CORP,"4,364.15"
ELBIT SYSTEMS LTD,"4,350.80"
H N I CORP,"4,347.13"
TRINITY INDUSTRIES INC,"4,328.17"
GULF STATES UTILITIES CO,"4,322.07"
AMERICAN EAGLE OUTFITTERS INC NE,"4,320.27"
CLARK EQUIPMENT CO,"4,316.23"
JACK IN THE BOX INC,"4,312.62"
WOODWARD INC,"4,305.62"
AVCO CORP,"4,304.97"
PRECISION DRILLING CORP,"4,297.05"
INVESCO LTD,"4,296.10"
PENTAIR INC,"4,293.98"
DICKS SPORTING GOODS INC,"4,288.93"
BOOZ ALLEN HAMILTON HOLDING CORP,"4,288.06"
S C I SYSTEMS INC,"4,285.18"
C D K GLOBAL INC,"4,277.49"
COSTAR GROUP INC,"4,271.74"
GRUMMAN CORP,"4,260.51"
AMDOCS LTD,"4,259.27"
LOUISIANA LAND & EXPLORATION CO,"4,254.37"
ILLINOIS BELL TEL CO,"4,251.48"
GRANT PRIDECO INC,"4,234.31"
LEXMARK INTERNATIONAL INC NEW,"4,231.17"
LIBERTY MEDIA CORP,"4,229.56"
SCRIPPS NETWORKS INTERACTIVE INC,"4,221.98"
BURLINGTON STORES INC,"4,218.53"
QIAGEN NV,"4,216.39"
M C I INC,"4,214.60"
BIO TECHNE CORP,"4,213.97"
COMPAQ COMPUTER CORP,"4,209.83"
MERCANTILE BANCORPORATION INC,"4,206.98"
CARTERS INC,"4,202.69"
COLT INDUSTRIES INC DE,"4,200.87"
GRACE W R & CO DEL NEW,"4,198.85"
MILLIPORE CORP,"4,197.06"
CENTRAL FIDELITY BANKS INC,"4,187.89"
VARIAN SEMICONDUCTOR EQP ASSC IN,"4,183.21"
I T T CORP NEV,"4,178.92"
ARMSTRONG HOLDINGS INC,"4,176.09"
NSTAR,"4,165.50"
CAPITOL FEDERAL FINANCIAL INC,"4,164.11"
